split,accuracy,balanced_accuracy,macro_f1,loss
val,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6687934398651123
test,0.7142857142857143,0.7142857142857142,0.7136363636363636,0.6335759162902832
