split,accuracy,balanced_accuracy,macro_f1,loss
val,0.8095238095238095,0.8095238095238095,0.8090909090909091,0.501200795173645
test,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.46156296133995056
