split,accuracy,balanced_accuracy,macro_f1,loss
val,0.8809523809523809,0.8809523809523809,0.8803418803418803,0.48869221781690914
test,0.8333333333333334,0.8333333333333333,0.8309373202990225,0.4740700920422872
