split,accuracy,balanced_accuracy,macro_f1,loss
val,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.24906931817531586
test,0.8095238095238095,0.8095238095238095,0.8077803203661327,0.3374951680501302
