split,accuracy,balanced_accuracy,macro_f1,loss
val,0.8571428571428571,0.8571428571428572,0.8568181818181818,0.40183505415916443
test,0.8333333333333334,0.8333333333333333,0.8324786324786324,0.34190496802330017
