split,accuracy,balanced_accuracy,macro_f1,loss
val,0.8571428571428571,0.8571428571428572,0.8568181818181818,0.3580295741558075
test,0.8095238095238095,0.8095238095238095,0.8095238095238095,0.32937783002853394
