split,accuracy,balanced_accuracy,macro_f1,loss
val,0.8571428571428571,0.8571428571428572,0.8568181818181818,0.3582138419151306
test,0.8809523809523809,0.8809523809523809,0.8808848553601816,0.3644159734249115
