epoch,train_loss,train_accuracy,train_balanced_accuracy,train_macro_f1,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1
1,0.6732823848724365,0.6030927835051546,0.6030927835051546,0.6000214207299114,0.6475403308868408,0.6190476190476191,0.6190476190476191,0.6047058823529412
2,0.5406264662742615,0.7835051546391752,0.7835051546391752,0.7820224719101123,0.6132909059524536,0.7380952380952381,0.7380952380952381,0.7343300747556067
3,0.4152340590953827,0.8144329896907216,0.8144329896907216,0.8098867595818815,0.4662992060184479,0.8095238095238095,0.8095238095238095,0.8055555555555556
4,0.3761996030807495,0.845360824742268,0.845360824742268,0.8453443877551021,0.5483433604240417,0.7380952380952381,0.7380952380952381,0.7367521367521368
5,0.3590020537376404,0.8556701030927835,0.8556701030927835,0.8534268753372909,0.586089551448822,0.7857142857142857,0.7857142857142857,0.7846153846153847
6,0.3680410087108612,0.865979381443299,0.865979381443299,0.8657510912381561,0.44319796562194824,0.8333333333333334,0.8333333333333333,0.8332387975042541
7,0.23510177433490753,0.8917525773195877,0.8917525773195876,0.8917266856246844,0.42523327469825745,0.7857142857142857,0.7857142857142857,0.7846153846153847
8,0.18821540474891663,0.9072164948453608,0.9072164948453608,0.9072066326530612,0.5910689830780029,0.7857142857142857,0.7857142857142857,0.7826336975273145
9,0.29189419746398926,0.8865979381443299,0.8865979381443299,0.886404769509209,0.4040970504283905,0.8333333333333334,0.8333333333333333,0.8332387975042541
10,0.18063506484031677,0.9381443298969072,0.9381443298969072,0.9381377551020409,0.5387234091758728,0.7857142857142857,0.7857142857142857,0.7855927396483267
11,0.13359549641609192,0.9484536082474226,0.9484536082474226,0.9484536082474226,0.4358433783054352,0.8571428571428571,0.8571428571428572,0.8568181818181818
12,0.17449791729450226,0.9432989690721649,0.9432989690721649,0.9432854067557871,0.6128546595573425,0.8095238095238095,0.8095238095238095,0.8090909090909091
13,0.10420887917280197,0.9587628865979382,0.9587628865979381,0.9587453482190325,0.6707348227500916,0.8095238095238095,0.8095238095238095,0.8090909090909091
14,0.14060968160629272,0.9484536082474226,0.9484536082474226,0.9484536082474226,0.6754348874092102,0.7857142857142857,0.7857142857142857,0.7826336975273145
15,0.2226862609386444,0.9175257731958762,0.9175257731958764,0.9174906964380649,0.5006096363067627,0.8095238095238095,0.8095238095238095,0.8090909090909091
16,0.15923184156417847,0.9381443298969072,0.9381443298969072,0.9381180223285487,0.5922858715057373,0.8809523809523809,0.8809523809523809,0.8808848553601816
17,0.22496333718299866,0.9432989690721649,0.9432989690721649,0.943261279944697,0.5302040576934814,0.8571428571428571,0.8571428571428571,0.8571428571428571
18,0.2750922739505768,0.9020618556701031,0.9020618556701031,0.9011133467471496,0.6096775531768799,0.7619047619047619,0.7619047619047619,0.7597254004576659
19,0.3100444972515106,0.8969072164948454,0.8969072164948454,0.8969072164948454,0.5089764595031738,0.8571428571428571,0.8571428571428571,0.8571428571428571
20,0.15891538560390472,0.9690721649484536,0.9690721649484536,0.9690721649484536,0.48110559582710266,0.8333333333333334,0.8333333333333333,0.8324786324786324
21,0.09773066639900208,0.9587628865979382,0.9587628865979381,0.9587453482190325,0.6007263660430908,0.8571428571428571,0.8571428571428572,0.8568181818181818
22,0.295966237783432,0.9432989690721649,0.9432989690721649,0.9432974624684469,0.4974243938922882,0.8809523809523809,0.8809523809523809,0.8808848553601816
23,0.2761218845844269,0.9020618556701031,0.9020618556701031,0.9013039869333548,0.5571781992912292,0.7857142857142857,0.7857142857142857,0.7846153846153847
24,0.18500487506389618,0.9072164948453608,0.9072164948453608,0.9072066326530612,0.3643076717853546,0.9047619047619048,0.9047619047619048,0.9047619047619048
25,0.16898435354232788,0.9381443298969072,0.9381443298969072,0.9381180223285487,0.8401924967765808,0.7619047619047619,0.7619047619047619,0.7613636363636364
26,0.16619174182415009,0.9278350515463918,0.9278350515463918,0.9278273809523809,0.39536014199256897,0.8333333333333334,0.8333333333333333,0.8309373202990225
27,0.11472882330417633,0.9536082474226805,0.9536082474226804,0.9536070147469111,0.6515077948570251,0.7380952380952381,0.7380952380952381,0.7367521367521368
28,0.21776309609413147,0.979381443298969,0.9793814432989691,0.9793792517006803,0.5049939751625061,0.9047619047619048,0.9047619047619048,0.9047619047619048
29,0.16223658621311188,0.9639175257731959,0.9639175257731959,0.9639165670253753,0.9250544905662537,0.7857142857142857,0.7857142857142857,0.7846153846153847
30,0.17271773517131805,0.9432989690721649,0.9432989690721649,0.9432250512145157,0.43463146686553955,0.8095238095238095,0.8095238095238095,0.8095238095238095
31,0.10968249291181564,0.9690721649484536,0.9690721649484536,0.9690688775510203,0.4590177536010742,0.8571428571428571,0.8571428571428571,0.8571428571428571
32,0.11956682801246643,0.9484536082474226,0.9484536082474226,0.9484316852737905,0.41456139087677,0.8809523809523809,0.8809523809523809,0.8808848553601816
33,0.08554396033287048,0.9845360824742269,0.9845360824742269,0.9845356715823037,0.5083787441253662,0.8809523809523809,0.8809523809523809,0.8808848553601816
34,0.21374820172786713,0.9639175257731959,0.9639175257731959,0.96387048713651,0.7402331829071045,0.8095238095238095,0.8095238095238095,0.8090909090909091
