split,accuracy,balanced_accuracy,macro_f1,loss
val,0.7857142857142857,0.7857142857142857,0.7855927396483267,0.38556942343711853
test,0.7857142857142857,0.7857142857142857,0.7855927396483267,0.40725454688072205
