split,accuracy,balanced_accuracy,macro_f1,loss
val,0.9285714285714286,0.9285714285714286,0.9285309132161089,0.2224670760333538
test,0.8333333333333334,0.8333333333333333,0.8324786324786324,0.506763090689977
