split,accuracy,balanced_accuracy,macro_f1,loss
val,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.15828248858451843
test,0.8571428571428571,0.8571428571428571,0.8558352402745995,0.2999904155731201
