split,accuracy,balanced_accuracy,macro_f1,loss
val,0.8809523809523809,0.8809523809523809,0.8803418803418803,0.4344443082809448
test,0.8809523809523809,0.8809523809523809,0.8808848553601816,0.30980047583580017
