split,accuracy,balanced_accuracy,macro_f1,loss
val,0.8333333333333334,0.8333333333333333,0.8324786324786324,0.46624764800071716
test,0.7857142857142857,0.7857142857142857,0.7855927396483267,0.5876150727272034
