split,accuracy,balanced_accuracy,macro_f1,loss
val,0.8571428571428571,0.8571428571428572,0.8568181818181818,0.404239296913147
test,0.8809523809523809,0.8809523809523809,0.8803418803418803,0.4122462272644043
