epoch,train_loss,train_accuracy,train_balanced_accuracy,train_macro_f1,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1
1,0.618289228528738,0.6547619047619048,0.6547619047619048,0.6513303328615276,0.7871445814768473,0.5952380952380952,0.5952380952380952,0.5894192064404831
2,0.4356341026723385,0.7976190476190477,0.7976190476190477,0.7970790242362044,0.9223396678765615,0.7142857142857143,0.7142857142857142,0.7136363636363636
3,0.35649064695462584,0.8452380952380952,0.8452380952380952,0.8443532933183409,0.47278743982315063,0.8333333333333334,0.8333333333333333,0.8309373202990225
4,0.3246190957725048,0.8492063492063492,0.8492063492063492,0.8489685193363194,0.8763846457004547,0.6904761904761905,0.6904761904761905,0.6860264519838988
5,0.2307373248040676,0.9166666666666666,0.9166666666666666,0.9163703598350164,0.2738226999839147,0.9523809523809523,0.9523809523809523,0.9523809523809523
6,0.19645952351856977,0.9365079365079365,0.9365079365079365,0.936491935483871,1.312893231709798,0.7380952380952381,0.7380952380952381,0.7343300747556067
7,0.22064959444105625,0.9007936507936508,0.9007936507936507,0.9006042629727213,0.5009037504593531,0.8809523809523809,0.8809523809523809,0.8808848553601816
8,0.2210862236097455,0.9285714285714286,0.9285714285714286,0.9285309132161089,0.3022272239128749,0.9285714285714286,0.9285714285714286,0.9285309132161089
9,0.19169724581297487,0.9246031746031746,0.9246031746031746,0.9244592398592683,1.0980570514996846,0.8095238095238095,0.8095238095238095,0.8090909090909091
10,0.19710792694240808,0.9087301587301587,0.9087301587301587,0.9085559219349038,0.5345253249009451,0.8333333333333334,0.8333333333333333,0.8332387975042541
11,0.1125173777109012,0.9523809523809523,0.9523809523809523,0.9523539421440725,0.4312956432501475,0.8571428571428571,0.8571428571428571,0.8558352402745995
12,0.14478814619360492,0.9484126984126984,0.9484126984126984,0.9484118860526274,0.4657087450226148,0.8809523809523809,0.8809523809523809,0.8808848553601816
13,0.0827876558760181,0.9682539682539683,0.9682539682539681,0.9682459677419355,0.6129578202962875,0.8333333333333334,0.8333333333333333,0.8324786324786324
14,0.09197451604995877,0.9682539682539683,0.9682539682539683,0.9682539682539683,0.5748443653186163,0.8333333333333334,0.8333333333333333,0.8332387975042541
15,0.08466084828251041,0.9722222222222222,0.9722222222222222,0.9722217847975687,0.4708527276913325,0.8809523809523809,0.8809523809523809,0.8808848553601816
