split,accuracy,balanced_accuracy,macro_f1,loss
val,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.2170821875333786
test,0.8809523809523809,0.8809523809523809,0.8803418803418803,0.27917295694351196
