split,accuracy,balanced_accuracy,macro_f1,loss
val,0.8095238095238095,0.8095238095238095,0.8095238095238095,0.4637854993343353
test,0.7857142857142857,0.7857142857142857,0.7855927396483267,0.45735877752304077
