split,accuracy,balanced_accuracy,macro_f1,loss
val,0.8333333333333334,0.8333333333333333,0.8324786324786324,0.521703839302063
test,0.8095238095238095,0.8095238095238095,0.8090909090909091,0.5151256322860718
